ZIPCODE,STCOUNTYFP,CITY,STATE,COUNTYNAME
30214,13113,Fayetteville,GA,Fayette
30213,13113,Fairburn,GA,Fayette
30276,13113,Senoia,GA,Fayette
30205,13113,Brooks,GA,Fayette
30238,13113,Jonesboro,GA,Fayette
30215,13113,Fayetteville,GA,Fayette
31169,13113,Peachtree city,GA,Fayette
30290,13113,Tyrone,GA,Fayette
30124,13115,Cave spring,GA,Floyd
30147,13115,Lindale,GA,Floyd
30701,13115,Calhoun,GA,Floyd
30105,13115,Armuchee,GA,Floyd
30165,13115,Rome,GA,Floyd
30164,13115,Rome,GA,Floyd
30103,13115,Adairsville,GA,Floyd
30149,13115,Mount berry,GA,Floyd
30125,13115,Cedartown,GA,Floyd
30733,13115,Plainville,GA,Floyd
30129,13115,Coosa,GA,Floyd
30104,13115,Aragon,GA,Floyd
30161,13115,Rome,GA,Floyd
30145,13115,Kingston,GA,Floyd
30173,13115,Silver creek,GA,Floyd
30172,13115,Shannon,GA,Floyd
30747,13115,Summerville,GA,Floyd
30162,13115,Rome,GA,Floyd
30534,13117,Dawsonville,GA,Forsyth
30107,13117,Ball ground,GA,Forsyth
30506,13117,Gainesville,GA,Forsyth
30005,13117,Alpharetta,GA,Forsyth
30024,13117,Suwanee,GA,Forsyth
30028,13117,Cumming,GA,Forsyth
30041,13117,Cumming,GA,Forsyth
30040,13117,Cumming,GA,Forsyth
30097,13117,Duluth,GA,Forsyth
30004,13117,Alpharetta,GA,Forsyth
30520,13119,Canon,GA,Franklin
30557,13119,Martin,GA,Franklin
30633,13119,Danielsville,GA,Franklin
30639,13119,Franklin springs,GA,Franklin
30521,13119,Carnesville,GA,Franklin
30538,13119,Eastanollee,GA,Franklin
30577,13119,Toccoa,GA,Franklin
30530,13119,Commerce,GA,Franklin
30516,13119,Bowersville,GA,Franklin
30553,13119,Lavonia,GA,Franklin
30662,13119,Royston,GA,Franklin
30076,13121,Roswell,GA,Fulton
30312,13121,Atlanta,GA,Fulton
30319,13121,Atlanta,GA,Fulton
30339,13121,Atlanta,GA,Fulton
30363,13121,Atlanta,GA,Fulton
31131,13121,Atlanta,GA,Fulton
30369,13121,Atlanta,GA,Fulton
30296,13121,Riverdale,GA,Fulton
30318,13121,Atlanta,GA,Fulton
30326,13121,Atlanta,GA,Fulton
30346,13121,Atlanta,GA,Fulton
30358,13121,Atlanta,GA,Fulton
30361,13121,Atlanta,GA,Fulton
30301,13121,Atlanta,GA,Fulton
30380,13121,Atlanta,GA,Fulton
30075,13121,Roswell,GA,Fulton
30214,13121,Fayetteville,GA,Fulton
30310,13121,Atlanta,GA,Fulton
30316,13121,Atlanta,GA,Fulton
30314,13121,Atlanta,GA,Fulton
30354,13121,Atlanta,GA,Fulton
30355,13121,Atlanta,GA,Fulton
30325,13121,Atlanta,GA,Fulton
30377,13121,Atlanta,GA,Fulton
30005,13121,Alpharetta,GA,Fulton
30009,13121,Alpharetta,GA,Fulton
30024,13121,Suwanee,GA,Fulton
30213,13121,Fairburn,GA,Fulton
30309,13121,Atlanta,GA,Fulton
30334,13121,Atlanta,GA,Fulton
30364,13121,Atlanta,GA,Fulton
31106,13121,Atlanta,GA,Fulton
30077,13121,Roswell,GA,Fulton
30385,13121,Atlanta,GA,Fulton
30343,13121,Atlanta,GA,Fulton
30308,13121,Atlanta,GA,Fulton
30313,13121,Atlanta,GA,Fulton
30337,13121,Atlanta,GA,Fulton
30338,13121,Atlanta,GA,Fulton
30344,13121,Atlanta,GA,Fulton
30360,13121,Atlanta,GA,Fulton
30023,13121,Alpharetta,GA,Fulton
30378,13121,Atlanta,GA,Fulton
30098,13121,Duluth,GA,Fulton
30268,13121,Palmetto,GA,Fulton
30291,13121,Union city,GA,Fulton
30307,13121,Atlanta,GA,Fulton
30303,13121,Atlanta,GA,Fulton
30311,13121,Atlanta,GA,Fulton
30342,13121,Atlanta,GA,Fulton
30336,13121,Atlanta,GA,Fulton
30350,13121,Atlanta,GA,Fulton
30272,13121,Red oak,GA,Fulton
30302,13121,Atlanta,GA,Fulton
30357,13121,Atlanta,GA,Fulton
31126,13121,Atlanta,GA,Fulton
31150,13121,Atlanta,GA,Fulton
30368,13121,Atlanta,GA,Fulton
30398,13121,Atlanta,GA,Fulton
30022,13121,Alpharetta,GA,Fulton
30097,13121,Duluth,GA,Fulton
30305,13121,Atlanta,GA,Fulton
30327,13121,Atlanta,GA,Fulton
30328,13121,Atlanta,GA,Fulton
30321,13121,Atlanta,GA,Fulton
31136,13121,Atlanta,GA,Fulton
30304,13121,Atlanta,GA,Fulton
30004,13121,Alpharetta,GA,Fulton
30092,13121,Peachtree corners,GA,Fulton
30306,13121,Atlanta,GA,Fulton
30315,13121,Atlanta,GA,Fulton
30317,13121,Atlanta,GA,Fulton
30331,13121,Atlanta,GA,Fulton
30324,13121,Atlanta,GA,Fulton
30349,13121,Atlanta,GA,Fulton
30332,13121,Atlanta,GA,Fulton
31156,13121,Atlanta,GA,Fulton
30396,13121,Atlanta,GA,Fulton
30388,13121,Atlanta,GA,Fulton
30534,13123,Dawsonville,GA,Gilmer
30536,13123,Ellijay,GA,Gilmer
30705,13123,Chatsworth,GA,Gilmer
30522,13123,Cherry log,GA,Gilmer
30540,13123,Ellijay,GA,Gilmer
30539,13123,East ellijay,GA,Gilmer
30175,13123,Talking rock,GA,Gilmer
30513,13123,Blue ridge,GA,Gilmer
30810,13125,Gibson,GA,Glascock
30803,13125,Avera,GA,Glascock
30828,13125,Warrenton,GA,Glascock
30823,13125,Stapleton,GA,Glascock
30820,13125,Mitchell,GA,Glascock
31543,13127,Hortense,GA,Glynn
31520,13127,Brunswick,GA,Glynn
31522,13127,Saint simons island,GA,Glynn
31523,13127,Brunswick,GA,Glynn
31524,13127,Brunswick,GA,Glynn
31527,13127,Jekyll island,GA,Glynn
31566,13127,Waynesville,GA,Glynn
31561,13127,Sea island,GA,Glynn
31521,13127,Brunswick,GA,Glynn
31525,13127,Brunswick,GA,Glynn
30701,13129,Calhoun,GA,Gordon
30746,13129,Sugar valley,GA,Gordon
30171,13129,Rydal,GA,Gordon
30103,13129,Adairsville,GA,Gordon
30703,13129,Calhoun,GA,Gordon
30733,13129,Plainville,GA,Gordon
30139,13129,Fairmount,GA,Gordon
30734,13129,Ranger,GA,Gordon
30735,13129,Resaca,GA,Gordon
30175,13129,Talking rock,GA,Gordon
30721,13129,Dalton,GA,Gordon
30732,13129,Oakman,GA,Gordon
39834,13131,Climax,GA,Grady
31779,13131,Pelham,GA,Grady
31773,13131,Ochlocknee,GA,Grady
31792,13131,Thomasville,GA,Grady
39827,13131,Cairo,GA,Grady
39828,13131,Cairo,GA,Grady
31730,13131,Camilla,GA,Grady
39897,13131,Whigham,GA,Grady
39829,13131,Calvary,GA,Grady
30677,13133,Watkinsville,GA,Greene
30678,13133,White plains,GA,Greene
30665,13133,Siloam,GA,Greene
30650,13133,Madison,GA,Greene
30642,13133,Greensboro,GA,Greene
30631,13133,Crawfordville,GA,Greene
30669,13133,Union point,GA,Greene
30043,13135,Lawrenceville,GA,Gwinnett
30078,13135,Snellville,GA,Gwinnett
30518,13135,Buford,GA,Gwinnett
30548,13135,Hoschton,GA,Gwinnett
30620,13135,Bethlehem,GA,Gwinnett
30010,13135,Norcross,GA,Gwinnett
30039,13135,Snellville,GA,Gwinnett
30515,13135,Buford,GA,Gwinnett
30011,13135,Auburn,GA,Gwinnett
30024,13135,Suwanee,GA,Gwinnett
30047,13135,Lilburn,GA,Gwinnett
30093,13135,Norcross,GA,Gwinnett
30012,13135,Conyers,GA,Gwinnett
30017,13135,Grayson,GA,Gwinnett
30087,13135,Stone mountain,GA,Gwinnett
30360,13135,Atlanta,GA,Gwinnett
30048,13135,Lilburn,GA,Gwinnett
30052,13135,Loganville,GA,Gwinnett
30340,13135,Atlanta,GA,Gwinnett
30350,13135,Atlanta,GA,Gwinnett
30517,13135,Braselton,GA,Gwinnett
30680,13135,Winder,GA,Gwinnett
30049,13135,Lawrenceville,GA,Gwinnett
30091,13135,Norcross,GA,Gwinnett
30095,13135,Duluth,GA,Gwinnett
30003,13135,Norcross,GA,Gwinnett
30046,13135,Lawrenceville,GA,Gwinnett
30071,13135,Norcross,GA,Gwinnett
30084,13135,Tucker,GA,Gwinnett
30097,13135,Duluth,GA,Gwinnett
30096,13135,Duluth,GA,Gwinnett
30519,13135,Buford,GA,Gwinnett
30747,13135,Summerville,GA,Gwinnett
30019,13135,Dacula,GA,Gwinnett
30045,13135,Lawrenceville,GA,Gwinnett
30044,13135,Lawrenceville,GA,Gwinnett
30092,13135,Peachtree corners,GA,Gwinnett
30042,13135,Lawrenceville,GA,Gwinnett
30099,13135,Duluth,GA,Gwinnett
30511,13137,Baldwin,GA,Habersham
30523,13137,Clarkesville,GA,Habersham
30510,13137,Alto,GA,Habersham
30580,13137,Turnerville,GA,Habersham
30531,13137,Cornelia,GA,Habersham
30577,13137,Toccoa,GA,Habersham
30571,13137,Sautee nacoochee,GA,Habersham
30563,13137,Mount airy,GA,Habersham
30535,13137,Demorest,GA,Habersham
30518,13139,Buford,GA,Hall
30527,13139,Clermont,GA,Hall
30548,13139,Hoschton,GA,Hall
30564,13139,Murrayville,GA,Hall
30502,13139,Chestnut mountain,GA,Hall
30506,13139,Gainesville,GA,Hall
30510,13139,Alto,GA,Hall
30566,13139,Oakwood,GA,Hall
30507,13139,Gainesville,GA,Hall
30533,13139,Dahlonega,GA,Hall
30543,13139,Gillsville,GA,Hall
30503,13139,Gainesville,GA,Hall
30531,13139,Cornelia,GA,Hall
30542,13139,Flowery branch,GA,Hall
30517,13139,Braselton,GA,Hall
30501,13139,Gainesville,GA,Hall
30504,13139,Gainesville,GA,Hall
30519,13139,Buford,GA,Hall
30528,13139,Cleveland,GA,Hall
30575,13139,Talmo,GA,Hall
30554,13139,Lula,GA,Hall
30567,13139,Pendergrass,GA,Hall
30678,13141,White plains,GA,Hancock
31094,13141,Warthen,GA,Hancock
31045,13141,Jewell,GA,Hancock
31061,13141,Milledgeville,GA,Hancock
31082,13141,Sandersville,GA,Hancock
30820,13141,Mitchell,GA,Hancock
31087,13141,Sparta,GA,Hancock
30179,13143,Temple,GA,Haralson
30110,13143,Bremen,GA,Haralson
30113,13143,Buchanan,GA,Haralson
30176,13143,Tallapoosa,GA,Haralson
30182,13143,Waco,GA,Haralson
30140,13143,Felton,GA,Haralson
30153,13143,Rockmart,GA,Haralson
31811,13145,Hamilton,GA,Harris
31807,13145,Ellerslie,GA,Harris
31808,13145,Fortson,GA,Harris
31804,13145,Cataula,GA,Harris
31822,13145,Pine mountain,GA,Harris
31826,13145,Shiloh,GA,Harris
31833,13145,West point,GA,Harris
31820,13145,Midland,GA,Harris
31830,13145,Warm springs,GA,Harris
31831,13145,Waverly hall,GA,Harris
31823,13145,Pine mountain valley,GA,Harris
31829,13145,Upatoi,GA,Harris
30520,13147,Canon,GA,Hart
30635,13147,Elberton,GA,Hart
30643,13147,Hartwell,GA,Hart
30634,13147,Dewy rose,GA,Hart
30624,13147,Bowman,GA,Hart
30516,13147,Bowersville,GA,Hart
30553,13147,Lavonia,GA,Hart
30662,13147,Royston,GA,Hart
30108,13149,Bowdon,GA,Heard
30217,13149,Franklin,GA,Heard
30230,13149,Hogansville,GA,Heard
30240,13149,Lagrange,GA,Heard
30170,13149,Roopville,GA,Heard
30263,13149,Newnan,GA,Heard
30236,13151,Jonesboro,GA,Henry
30223,13151,Griffin,GA,Henry
30234,13151,Jenkinsburg,GA,Henry
30273,13151,Rex,GA,Henry
30228,13151,Hampton,GA,Henry
30294,13151,Ellenwood,GA,Henry
30252,13151,Mcdonough,GA,Henry
30253,13151,Mcdonough,GA,Henry
30248,13151,Locust grove,GA,Henry
30281,13151,Stockbridge,GA,Henry
30233,13151,Jackson,GA,Henry
31025,13153,Elko,GA,Houston
31013,13153,Clinchfield,GA,Houston
31088,13153,Warner robins,GA,Houston
31036,13153,Hawkinsville,GA,Houston
31069,13153,Perry,GA,Houston
31005,13153,Bonaire,GA,Houston
31047,13153,Kathleen,GA,Houston
31091,13153,Unadilla,GA,Houston
31095,13153,Warner robins,GA,Houston
31008,13153,Byron,GA,Houston
31028,13153,Centerville,GA,Houston
31030,13153,Fort valley,GA,Houston
31093,13153,Warner robins,GA,Houston
31098,13153,Warner robins,GA,Houston
31733,13155,Chula,GA,Irwin
31798,13155,Wray,GA,Irwin
31790,13155,Sycamore,GA,Irwin
31774,13155,Ocilla,GA,Irwin
31512,13155,Ambrose,GA,Irwin
31750,13155,Fitzgerald,GA,Irwin
31783,13155,Rebecca,GA,Irwin
31769,13155,Mystic,GA,Irwin
31749,13155,Enigma,GA,Irwin
30548,13157,Hoschton,GA,Jackson
30565,13157,Nicholson,GA,Jackson
30549,13157,Jefferson,GA,Jackson
30529,13157,Commerce,GA,Jackson
30558,13157,Maysville,GA,Jackson
30607,13157,Athens,GA,Jackson
30543,13157,Gillsville,GA,Jackson
30622,13157,Bogart,GA,Jackson
30517,13157,Braselton,GA,Jackson
30680,13157,Winder,GA,Jackson
30666,13157,Statham,GA,Jackson
30530,13157,Commerce,GA,Jackson
30575,13157,Talmo,GA,Jackson
30567,13157,Pendergrass,GA,Jackson
30601,13157,Athens,GA,Jackson
30646,13157,Hull,GA,Jackson
30599,13157,Commerce,GA,Jackson
30014,13159,Covington,GA,Jasper
31085,13159,Shady dale,GA,Jasper
31024,13159,Eatonton,GA,Jasper
30055,13159,Mansfield,GA,Jasper
31064,13159,Monticello,GA,Jasper
30056,13159,Newborn,GA,Jasper
31038,13159,Hillsboro,GA,Jasper
31532,13161,Denton,GA,Jeff Davis
31539,13161,Hazlehurst,GA,Jeff Davis
31519,13161,Broxton,GA,Jeff Davis
31510,13161,Alma,GA,Jeff Davis
30810,13163,Gibson,GA,Jefferson
30818,13163,Matthews,GA,Jefferson
30803,13163,Avera,GA,Jefferson
30833,13163,Wrens,GA,Jefferson
30434,13163,Louisville,GA,Jefferson
30413,13163,Bartow,GA,Jefferson
30816,13163,Keysville,GA,Jefferson
30477,13163,Wadley,GA,Jefferson
30823,13163,Stapleton,GA,Jefferson
30442,13165,Millen,GA,Jenkins
30455,13165,Rocky ford,GA,Jenkins
30456,13165,Sardis,GA,Jenkins
30441,13165,Midville,GA,Jenkins
30425,13165,Garfield,GA,Jenkins
30822,13165,Perkins,GA,Jenkins
31002,13167,Adrian,GA,Johnson
31096,13167,Wrightsville,GA,Johnson
31035,13167,Harrison,GA,Johnson
31089,13167,Tennille,GA,Johnson
31049,13167,Kite,GA,Johnson
30413,13167,Bartow,GA,Johnson
30477,13167,Wadley,GA,Johnson
31211,13169,Macon,GA,Jones
31033,13169,Haddock,GA,Jones
31031,13169,Gordon,GA,Jones
31046,13169,Juliette,GA,Jones
31061,13169,Milledgeville,GA,Jones
31217,13169,Macon,GA,Jones
31032,13169,Gray,GA,Jones
31038,13169,Hillsboro,GA,Jones
31016,13171,Culloden,GA,Lamar
31097,13171,Yatesville,GA,Lamar
30204,13171,Barnesville,GA,Lamar
30295,13171,Zebulon,GA,Lamar
30224,13171,Griffin,GA,Lamar
30257,13171,Milner,GA,Lamar
30285,13171,The rock,GA,Lamar
30233,13171,Jackson,GA,Lamar
30256,13171,Meansville,GA,Lamar
31605,13173,Valdosta,GA,Lanier
31645,13173,Ray city,GA,Lanier
31635,13173,Lakeland,GA,Lanier
31639,13173,Nashville,GA,Lanier
31641,13173,Naylor,GA,Lanier
31649,13173,Stockton,GA,Lanier
31002,13175,Adrian,GA,Laurens
31096,13175,Wrightsville,GA,Laurens
31011,13175,Chauncey,GA,Laurens
30411,13175,Alamo,GA,Laurens
31075,13175,Rentz,GA,Laurens
31040,13175,Dublin,GA,Laurens
31021,13175,Dublin,GA,Laurens
31037,13175,Mc rae helena,GA,Laurens
30454,13175,Rockledge,GA,Laurens
31022,13175,Dudley,GA,Laurens
31012,13175,Chester,GA,Laurens
31009,13175,Cadwell,GA,Laurens
30428,13175,Glenwood,GA,Laurens
31027,13175,East dublin,GA,Laurens
31019,13175,Dexter,GA,Laurens
31042,13175,Irwinton,GA,Laurens
31065,13175,Montrose,GA,Laurens
31787,13177,Smithville,GA,Lee
31721,13177,Albany,GA,Lee
39842,13177,Dawson,GA,Lee
31707,13177,Albany,GA,Lee
31701,13177,Albany,GA,Lee
31763,13177,Leesburg,GA,Lee
31743,13177,De soto,GA,Lee
31764,13177,Leslie,GA,Lee
31316,13179,Ludowici,GA,Liberty
31309,13179,Fleming,GA,Liberty
31315,13179,Fort stewart,GA,Liberty
31323,13179,Riceboro,GA,Liberty
31314,13179,Fort stewart,GA,Liberty
31310,13179,Hinesville,GA,Liberty
31320,13179,Midway,GA,Liberty
31333,13179,Walthourville,GA,Liberty
31313,13179,Hinesville,GA,Liberty
31301,13179,Allenhurst,GA,Liberty
30817,13181,Lincolnton,GA,Lincoln
30668,13181,Tignall,GA,Lincoln
31316,13183,Ludowici,GA,Long
31313,13183,Hinesville,GA,Long
30427,13183,Glennville,GA,Long
31301,13183,Allenhurst,GA,Long
31636,13185,Lake park,GA,Lowndes
31698,13185,Valdosta,GA,Lowndes
31601,13185,Valdosta,GA,Lowndes
31699,13185,Moody afb,GA,Lowndes
31605,13185,Valdosta,GA,Lowndes
31603,13185,Valdosta,GA,Lowndes
31606,13185,Valdosta,GA,Lowndes
31632,13185,Hahira,GA,Lowndes
31604,13185,Valdosta,GA,Lowndes
31645,13185,Ray city,GA,Lowndes
31602,13185,Valdosta,GA,Lowndes
31635,13185,Lakeland,GA,Lowndes
31641,13185,Naylor,GA,Lowndes
30534,13187,Dawsonville,GA,Lumpkin
30564,13187,Murrayville,GA,Lumpkin
30533,13187,Dahlonega,GA,Lumpkin
30512,13187,Blairsville,GA,Lumpkin
30528,13187,Cleveland,GA,Lumpkin
30597,13187,Dahlonega,GA,Lumpkin
30824,13189,Thomson,GA,McDuffie
30814,13189,Harlem,GA,McDuffie
30806,13189,Boneville,GA,McDuffie
30808,13189,Dearing,GA,McDuffie
30821,13189,Norwood,GA,McDuffie
30802,13189,Appling,GA,McDuffie
30828,13189,Warrenton,GA,McDuffie
31319,13191,Meridian,GA,McIntosh
31323,13191,Riceboro,GA,McIntosh
31304,13191,Crescent,GA,McIntosh
31331,13191,Townsend,GA,McIntosh
31305,13191,Darien,GA,McIntosh
31327,13191,Sapelo island,GA,McIntosh
31711,13193,Andersonville,GA,Macon
31806,13193,Ellaville,GA,Macon
31076,13193,Reynolds,GA,Macon
31081,13193,Rupert,GA,Macon
31063,13193,Montezuma,GA,Macon
31069,13193,Perry,GA,Macon
31068,13193,Oglethorpe,GA,Macon
31041,13193,Ideal,GA,Macon
31057,13193,Marshallville,GA,Macon
31091,13193,Unadilla,GA,Macon
31030,13193,Fort valley,GA,Macon
30565,13195,Nicholson,GA,Madison
30627,13195,Carlton,GA,Madison
30628,13195,Colbert,GA,Madison
30633,13195,Danielsville,GA,Madison
30683,13195,Winterville,GA,Madison
30530,13195,Commerce,GA,Madison
30629,13195,Comer,GA,Madison
30624,13195,Bowman,GA,Madison
30601,13195,Athens,GA,Madison
30646,13195,Hull,GA,Madison
30662,13195,Royston,GA,Madison
30647,13195,Ila,GA,Madison
31801,13197,Box springs,GA,Marion
31805,13197,Cusseta,GA,Marion
31803,13197,Buena vista,GA,Marion
31058,13197,Mauk,GA,Marion
31824,13197,Preston,GA,Marion
30241,13199,Lagrange,GA,Meriwether
30251,13199,Luthersville,GA,Meriwether
30230,13199,Hogansville,GA,Meriwether
30293,13199,Woodbury,GA,Meriwether
31822,13199,Pine mountain,GA,Meriwether
31816,13199,Manchester,GA,Meriwether
30220,13199,Grantville,GA,Meriwether
30276,13199,Senoia,GA,Meriwether
30259,13199,Moreland,GA,Meriwether
30218,13199,Gay,GA,Meriwether
30222,13199,Greenville,GA,Meriwether
31830,13199,Warm springs,GA,Meriwether
39841,13201,Damascus,GA,Miller
39859,13201,Iron city,GA,Miller
39823,13201,Blakely,GA,Miller
39845,13201,Donalsonville,GA,Miller
39837,13201,Colquitt,GA,Miller
31744,13205,Doerun,GA,Mitchell
31779,13205,Pelham,GA,Mitchell
31784,13205,Sale city,GA,Mitchell
31765,13205,Meigs,GA,Mitchell
31716,13205,Baconton,GA,Mitchell
31705,13205,Albany,GA,Mitchell
31730,13205,Camilla,GA,Mitchell
31016,13207,Culloden,GA,Monroe
31097,13207,Yatesville,GA,Monroe
30204,13207,Barnesville,GA,Monroe
31220,13207,Macon,GA,Monroe
31029,13207,Forsyth,GA,Monroe
31046,13207,Juliette,GA,Monroe
31066,13207,Musella,GA,Monroe
31086,13207,Smarr,GA,Monroe
30233,13207,Jackson,GA,Monroe
31210,13207,Macon,GA,Monroe
31004,13207,Bolingbroke,GA,Monroe
30457,13209,Soperton,GA,Montgomery
30445,13209,Mount vernon,GA,Montgomery
30470,13209,Tarrytown,GA,Montgomery
30410,13209,Ailey,GA,Montgomery
30473,13209,Uvalda,GA,Montgomery
30412,13209,Alston,GA,Montgomery
30474,13209,Vidalia,GA,Montgomery
30625,13211,Buckhead,GA,Morgan
30623,13211,Bostwick,GA,Morgan
30055,13211,Mansfield,GA,Morgan
30650,13211,Madison,GA,Morgan
30025,13211,Social circle,GA,Morgan
30663,13211,Rutledge,GA,Morgan
30056,13211,Newborn,GA,Morgan
30621,13211,Bishop,GA,Morgan
30641,13211,Good hope,GA,Morgan
30711,13213,Crandall,GA,Murray
30705,13213,Chatsworth,GA,Murray
30751,13213,Tennga,GA,Murray
30540,13213,Ellijay,GA,Murray
30708,13213,Cisco,GA,Murray
30735,13213,Resaca,GA,Murray
30721,13213,Dalton,GA,Murray
30724,13213,Eton,GA,Murray
31801,13215,Box springs,GA,Muscogee
31905,13215,Fort benning,GA,Muscogee
31908,13215,Columbus,GA,Muscogee
31914,13215,Columbus,GA,Muscogee
31999,13215,Columbus,GA,Muscogee
31808,13215,Fortson,GA,Muscogee
31804,13215,Cataula,GA,Muscogee
31901,13215,Columbus,GA,Muscogee
31917,13215,Columbus,GA,Muscogee
31998,13215,Columbus,GA,Muscogee
31903,13215,Columbus,GA,Muscogee
31904,13215,Columbus,GA,Muscogee
31909,13215,Columbus,GA,Muscogee
31902,13215,Columbus,GA,Muscogee
31820,13215,Midland,GA,Muscogee
31906,13215,Columbus,GA,Muscogee
31907,13215,Columbus,GA,Muscogee
31829,13215,Upatoi,GA,Muscogee
30014,13217,Covington,GA,Newton
30016,13217,Covington,GA,Newton
30013,13217,Conyers,GA,Newton
30055,13217,Mansfield,GA,Newton
31064,13217,Monticello,GA,Newton
30015,13217,Covington,GA,Newton
30070,13217,Porterdale,GA,Newton
30025,13217,Social circle,GA,Newton
30052,13217,Loganville,GA,Newton
30094,13217,Conyers,GA,Newton
30054,13217,Oxford,GA,Newton
30056,13217,Newborn,GA,Newton
30233,13217,Jackson,GA,Newton
30638,13219,Farmington,GA,Oconee
30677,13219,Watkinsville,GA,Oconee
30605,13219,Athens,GA,Oconee
30606,13219,Athens,GA,Oconee
30622,13219,Bogart,GA,Oconee
30619,13219,Arnoldsville,GA,Oconee
30645,13219,High shoals,GA,Oconee
30680,13219,Winder,GA,Oconee
30666,13219,Statham,GA,Oconee
30621,13219,Bishop,GA,Oconee
30630,13221,Crawford,GA,Oglethorpe
30627,13221,Carlton,GA,Oglethorpe
30628,13221,Colbert,GA,Oglethorpe
30648,13221,Lexington,GA,Oglethorpe
30667,13221,Stephens,GA,Oglethorpe
30683,13221,Winterville,GA,Oglethorpe
30619,13221,Arnoldsville,GA,Oglethorpe
30629,13221,Comer,GA,Oglethorpe
30660,13221,Rayle,GA,Oglethorpe
30669,13221,Union point,GA,Oglethorpe
30134,13223,Douglasville,GA,Paulding
30132,13223,Dallas,GA,Paulding
30157,13223,Dallas,GA,Paulding
30179,13223,Temple,GA,Paulding
30127,13223,Powder springs,GA,Paulding
30178,13223,Taylorsville,GA,Paulding
30101,13223,Acworth,GA,Paulding
30180,13223,Villa rica,GA,Paulding
30120,13223,Cartersville,GA,Paulding
30141,13223,Hiram,GA,Paulding
30153,13223,Rockmart,GA,Paulding
31076,13225,Reynolds,GA,Peach
31069,13225,Perry,GA,Peach
31008,13225,Byron,GA,Peach
31030,13225,Fort valley,GA,Peach
30534,13227,Dawsonville,GA,Pickens
30107,13227,Ball ground,GA,Pickens
30536,13227,Ellijay,GA,Pickens
30139,13227,Fairmount,GA,Pickens
30177,13227,Tate,GA,Pickens
30540,13227,Ellijay,GA,Pickens
30183,13227,Waleska,GA,Pickens
30734,13227,Ranger,GA,Pickens
30143,13227,Jasper,GA,Pickens
30148,13227,Marble hill,GA,Pickens
30175,13227,Talking rock,GA,Pickens
31551,13229,Mershon,GA,Pierce
31557,13229,Patterson,GA,Pierce
31518,13229,Bristol,GA,Pierce
31556,13229,Offerman,GA,Pierce
31516,13229,Blackshear,GA,Pierce
31503,13229,Waycross,GA,Pierce
31510,13229,Alma,GA,Pierce
30206,13231,Concord,GA,Pike
30295,13231,Zebulon,GA,Pike
30224,13231,Griffin,GA,Pike
30258,13231,Molena,GA,Pike
30292,13231,Williamson,GA,Pike
30257,13231,Milner,GA,Pike
30285,13231,The rock,GA,Pike
30256,13231,Meansville,GA,Pike
30124,13233,Cave spring,GA,Polk
30147,13233,Lindale,GA,Polk
30138,13233,Esom hill,GA,Polk
30178,13233,Taylorsville,GA,Polk
30125,13233,Cedartown,GA,Polk
30104,13233,Aragon,GA,Polk
30173,13233,Silver creek,GA,Polk
30113,13233,Buchanan,GA,Polk
30153,13233,Rockmart,GA,Polk
31036,13235,Hawkinsville,GA,Pulaski
31071,13235,Pineview,GA,Pulaski
31014,13235,Cochran,GA,Pulaski
31091,13235,Unadilla,GA,Pulaski
31023,13235,Eastman,GA,Pulaski
30625,13237,Buckhead,GA,Putnam
31026,13237,Eatonton,GA,Putnam
31024,13237,Eatonton,GA,Putnam
30650,13237,Madison,GA,Putnam
31061,13237,Milledgeville,GA,Putnam
39854,13239,Georgetown,GA,Quitman
39867,13239,Morris,GA,Quitman
30568,13241,Rabun gap,GA,Rabun
30523,13241,Clarkesville,GA,Rabun
30537,13241,Dillard,GA,Rabun
30562,13241,Mountain city,GA,Rabun
30576,13241,Tiger,GA,Rabun
30581,13241,Wiley,GA,Rabun
30573,13241,Tallulah falls,GA,Rabun
30525,13241,Clayton,GA,Rabun
30552,13241,Lakemont,GA,Rabun
39840,13243,Cuthbert,GA,Randolph
39866,13243,Morgan,GA,Randolph
39867,13243,Morris,GA,Randolph
39846,13243,Edison,GA,Randolph
39886,13243,Shellman,GA,Randolph
39836,13243,Coleman,GA,Randolph
39851,13243,Fort gaines,GA,Randolph
30912,13245,Augusta,GA,Richmond
30901,13245,Augusta,GA,Richmond
30909,13245,Augusta,GA,Richmond
30815,13245,Hephzibah,GA,Richmond
30906,13245,Augusta,GA,Richmond
30905,13245,Augusta,GA,Richmond
30812,13245,Gracewood,GA,Richmond
30805,13245,Blythe,GA,Richmond
30904,13245,Augusta,GA,Richmond
30907,13245,Augusta,GA,Richmond
30903,13245,Augusta,GA,Richmond
30916,13245,Augusta,GA,Richmond
30919,13245,Augusta,GA,Richmond
30914,13245,Augusta,GA,Richmond
30813,13245,Grovetown,GA,Richmond
30016,13247,Covington,GA,Rockdale
30039,13247,Snellville,GA,Rockdale
30013,13247,Conyers,GA,Rockdale
30012,13247,Conyers,GA,Rockdale
30294,13247,Ellenwood,GA,Rockdale
30058,13247,Lithonia,GA,Rockdale
30052,13247,Loganville,GA,Rockdale
30094,13247,Conyers,GA,Rockdale
30252,13247,Mcdonough,GA,Rockdale
30281,13247,Stockbridge,GA,Rockdale
31711,13249,Andersonville,GA,Schley
31806,13249,Ellaville,GA,Schley
31081,13249,Rupert,GA,Schley
