Zipcode,Delivery_devices_last_10_Febr,Delivery_devices_first_10_March,Delivery_devices_middle_10_March,Delivery_devices_last_10_March
60070,0.02389549005448696908028622071,0.02731133616465207448546226723,0.02321748477248298101039054102,0.01962264150943396226415094340
60074,0.03100184923311215054933101273,0.02955252034792328920250113529,0.02610759493670886075949367089,0.01937872865665500925735445382
60126,0.02048894062863795110593713620,0.01869827779020353388503690450,0.01989431147031395710289089214,0.01425126068844551633413725060
60131,0.03158295281582952815829528158,0.03256880733944954128440366972,0.02906000839278220730172052035,0.02217968925917586129250168881
60163,0.03056822383828423517810920744,0.03009147809340394800192585460,0.02732534661461838740072688114,0.01961055102886341665515812733
60192,0.02398019027759676788739736739,0.02122905027932960893854748603,0.02086250350042005040604872585,0.01114503816793893129770992366
60193,0.02292768959435626102292768959,0.02367760194523059752062821382,0.02249598286020353508302088913,0.01628800148072740733885521262
60201,0.02250451379932937838534949703,0.02108735347823525946869293750,0.02218217107999445445723000139,0.02253302253302253302253302253
60455,0.03202915228231683927886459532,0.03736400927412163367219546995,0.03123389341305020101020513349,0.02134310660773957098199849089
60462,0.02284619697252849934591665109,0.02199052995811327627026042615,0.02329693187727509100364014561,0.01712142624198282422002391564
60473,0.03326935380678182981445937300,0.02704443013522215067611075338,0.04122245913290689410092395167,0.02555003548616039744499645138
60624,0.04095171588188347964884277733,0.04555303851078498965822909485,0.04326252996599208340302168702,0.03585254005121791435888273480
60625,0.03810335203736890037897705573,0.03615861083170098999417650484,0.03512402891508443564594019017,0.02792661146289982139957785355
60639,0.03871780582947689772975068447,0.03722542311847317248829672308,0.03543375807296212253447373014,0.02535480784563865412214957742
60706,0.035,0.02948372122200614766953139703,0.03042496117464351263588874771,0.02398811734125510582992944671
60062,0.01989936992883368840941027152,0.01927601809954751131221719457,0.01683043587805492567397329302,0.01405469937052311699587584111
60068,0.02550807058626745839257338797,0.02622898700472916583873147081,0.02635110952040085898353614889,0.02031198454215561525048305764
60076,0.03022718521370812475933769734,0.02760914760914760914760914761,0.03022770209804116535746246396,0.02359608449252962390520350335
60104,0.03373807458803122289679098005,0.02776016346086098781089269358,0.02799642944088290189077335065,0.02247682350883330418051425573
60107,0.02946577272921381902036981680,0.02816672754576078574617476359,0.02675646999123494948562993034,0.01770038854511440495035256871
60173,0.03043140577561251147355786203,0.02979515828677839851024208566,0.02797743256820465260066465724,0.02011611742579115217924605446
60194,0.02348522784176264396594892339,0.02341354640899377496980395800,0.02130584192439862542955326460,0.01843470581741914118556132023
60202,0.03700038066235249333840883137,0.02918911983577110597895817295,0.02992387125951609256048842994,0.03314238952536824877250409165
60301,0.03136145615545443364899766326,0.03372766171658696199345582683,0.03210295573469099137321453825,0.03118169896546699694011365292
60419,0.04607046070460704607046070461,0.05607476635514018691588785047,0.03795620437956204379562043796,0.03697996918335901386748844376
60456,0.04138347681619090771786739163,0.04293138510205618739173005950,0.04062422591032945256378498885,0.02601057479106259594064472113
60461,0.04030452306314375279892521272,0.03868912152935821574874829313,0.04076738609112709832134292566,0.02187556033709879863726017572
60472,0.04262533301041414386049891015,0.03819691577698695136417556346,0.03550142523969940399067115833,0.02420701168614357262103505843
60527,0.02364125862359077906781086993,0.02373379006606312698801076584,0.01919135457425004658095770449,0.01611459265890778871978513876
60610,0.03780175909175971555111970557,0.03292750415052573325954620919,0.03879310344827586206896551724,0.03957080891865154858838748954
60630,0.03552859618717504332755632582,0.03514727908137793310034947579,0.03607229364635736910750885038,0.02640211849334018418244338168
60638,0.03853850400220811482197074248,0.03534438114966338684619368203,0.03559894037812534020394092245,0.02743055555555555555555555556
60659,0.04920094314906995022268797485,0.05181152618734747512671297165,0.04607184953620663147645159637,0.02830702231899836690255851932
60714,0.03297618386720701715427746627,0.03024574669187145557655954631,0.03066619668664081776524497709,0.02293889128692113214527964482
60010,0.01509872241579558652729384437,0.01614970520379389900025634453,0.01608143995278843316612570080,0.01213003396409509946627850558
60018,0.03525641025641025641025641026,0.02379125095932463545663852648,0.02957454168107921134555517122,0.02326890598611371739538374930
60026,0.02634873323397913561847988077,0.02449731721857893881090455802,0.02314786160797177693878814136,0.01659946236559139784946236559
60093,0.02546852474771744353676117251,0.02660753880266075388026607539,0.02379907874533889010747971046,0.02497259105859422584967718358
60141,0.03164556962025316455696202532,0.03341661461586508432229856340,0.03092082908596670064559972817,0.02263083451202263083451202263
60171,0.03647839109970047068891741549,0.03497516556291390728476821192,0.03179798924479775543605330839,0.02468230694037145650048875855
60415,0.04403235029817825341066906299,0.04631035529911934406316428788,0.04412141941000427533133817871,0.02782764811490125673249551167
60429,0.04956339933587504611978846390,0.03730459497868308858360966367,0.03881776082811223099972759466,0.02776591200341734301580521145
60464,0.02120383036935704514363885089,0.02129032258064516129032258065,0.02070495439980280995809711610,0.01842719958473916428756812873
60477,0.02089831565814098565190268247,0.02216666666666666666666666667,0.02324201364850163188606468203,0.01490535870854608283047088555
60478,0.03531691910128490417055487761,0.03398157625383828045035823951,0.03398517583977290648162750355,0.01755402831829096629957770970
60521,0.01814606239385000446947349602,0.01977883664479007462015643262,0.02050326188257222739981360671,0.01725097384529771841958820256
60526,0.02413398522833662748361593675,0.02500747235229650293912523662,0.02385363594256600277906438166,0.02010673948119647511480700012
60602,0.009661835748792270531400966184,0.008590308370044052863436123348,0.009970358393963891134465103746,0.004748338081671415004748338082
60609,0.04208408254131346861888860348,0.04126726238830219333874898457,0.04104511759860895030658003112,0.03307777617050002410916630503
60611,0.02789699570815450643776824034,0.02649952396064741351951761346,0.02630156728517384255089173122,0.02762762762762762762762762763
60613,0.02936463250898696348910736714,0.02828958095548671123430621229,0.02835620381921120813741483543,0.02733076557800875850788793331
60640,0.03319520563204562669874793922,0.03237863262220729044179405342,0.03475073313782991202346041056,0.03222615576842982090795501874
60804,0.03965331250232488933526764126,0.03638931862514293401493240062,0.03864490871739214698244117989,0.02850599157498670811009774651
60025,0.02680630284396617986164488855,0.03040189826486726976123387216,0.02696894810357795207908026217,0.02045363651945380791864251843
60053,0.03168027293773607895698793713,0.02902257311242077171133103525,0.02374440576827449030333167578,0.02068493150684931506849315068
60067,0.01920384076815363072614522905,0.01860763554700032082130253449,0.01894077034883720930232558140,0.01486953184957789716039907905
60091,0.02473834443387250237868696480,0.02482702482702482702482702483,0.02539904462309215891879296283,0.02485684539302446642373763665
60120,0.02857930165728457268826516553,0.02866915183889935052457630375,0.02757098337950138504155124654,0.01887470789142548984360956319
60130,0.03331123632747762678157109712,0.03263473053892215568862275449,0.03362546950456090144875693078,0.02955473459070581372739646121
60133,0.02660141295338832537395903225,0.02820211515863689776733254994,0.02675300332282525347192638664,0.01941489361702127659574468085
60169,0.03283537938174826209140659666,0.02951414068165337200870195794,0.02766671997441228210458979690,0.01938597221066644479574007821
60305,0.02805417357656163626312880044,0.02905083896819434009516654145,0.02475888872894774722901972074,0.02487014009129545096804659216
60411,0.04616429056347589952477936185,0.03432494279176201372997711670,0.04047093451066961000735835173,0.04354971240755957271980279376
60459,0.03580517251583121264129727171,0.03097701149425287356321839080,0.03160605085291277759897006759,0.02612393681652490886998784933
60469,0.03845660812716318420715292911,0.03933667566525260316236020054,0.03595965502119573161818447595,0.02217863608931804465902232951
60513,0.03285702752886090255913457657,0.03101489329034239213879932443,0.03346578366445916114790286976,0.02566452795600366636113657195
60534,0.03780569890060578864707202154,0.03471001757469244288224956063,0.03431682917563631758895783209,0.02612697982943007987004196562
60608,0.03556387459054749649040711277,0.02645988289286279474600411458,0.02743522239157544686157683248,0.02375009454655472354587398835
60614,0.02439024390243902439024390244,0.02275867083545408274558278194,0.02409324171523006001565625815,0.02328937546653396367255536203
60622,0.03201103500761035007610350076,0.02819408793574563219342551958,0.02789128575501282904114796161,0.02770242070116861435726210351
60641,0.03798916987662591414056830235,0.04011807325909029920837246746,0.03879742727326370449047028973,0.02800561359738032122251676283
60805,0.03851952359415045982210161315,0.03520722787896170945073856303,0.03574376754168730394584777943,0.03157244906958285563100802540
60007,0.02526339014838104694136466435,0.02338984947680599854512897991,0.02113207547169811320754716981,0.01655716162943495400788436268
60118,0.02218872979988277652181194005,0.02353232598464206093633886549,0.01909065756709397768145347229,0.01401638535189023788372322574
60153,0.04364047484454494064443188242,0.03898100362358625233336993521,0.03663231094002235191853967466,0.02802514405447878470403352541
60172,0.02213666987487969201154956689,0.02085192697768762677484787018,0.01913574701284700386308507771,0.01485195345757260429476870684
60176,0.03097725875845113706207744315,0.02843281056075820828162021889,0.02777063512471072255078426331,0.02050020500205002050020500205
60406,0.04016032064128256513026052104,0.03673709784289185010675108592,0.03642634811138218221586607218,0.03001677407963273594067272888
60428,0.03809523809523809523809523810,0.03739061256961018297533810660,0.03350019252984212552945706585,0.02048528241845664280031821798
60439,0.02303179993825254708243284964,0.02345760277661420621147746993,0.02164969312740271126998044109,0.01247721856161502873966073181
60453,0.02865165618012583848993812074,0.02630139484000364664053240952,0.02744843267825239564723079422,0.02134703196347031963470319635
60457,0.03590514362057448229792919172,0.03388129968356872732885698850,0.03165319112334422845346636848,0.02023852547885796891940730033
60480,0.02751098811655542894351294156,0.02537913958526771897245434850,0.02243088158581116327595200835,0.01455416359616801768607221813
60558,0.02404972995006623866299806379,0.02186361270171785528370640292,0.02193805725011731581417175035,0.02185792349726775956284153005
60604,0.01646385110952040085898353615,0.01542128136828823776812000561,0.01488143908421913327882256746,0.01259583789704271631982475356
60612,0.03535076491741329920156030962,0.03321638750565866908103214124,0.03135795907520595269731597130,0.02934374096559699335067938711
60621,0.04535398230088495575221238938,0.04344811647792928125722209383,0.04427472762230292672505874813,0.04113871057772816075914038515
60623,0.03964966642425775445031144275,0.04009462211043238711222900946,0.03808524323775347845221571482,0.03361313868613138686131386861
60629,0.03785324739712444224095190878,0.03735819230053933420122745025,0.03608393045175539974831137478,0.02850122850122850122850122850
60712,0.03198578409595735228787205686,0.02974628171478565179352580927,0.02736227654140824516599781102,0.02315470171890798786653185035
